journey_id,customer_id,first_touch_timestamp,last_touch_timestamp,first_channel,last_channel,first_campaign,last_campaign,touchpoint_count,unique_channels,converted,conversion_events,conversion_value,journey_duration_hours,conversion_timestamp,days_to_conversion,journey_path
JOURNEY-03023,CUST-03023,2025-04-24 19:10:00,2025-05-01 13:19:00,Display,Organic Search,Retargeting,SEO Blog,5,5,0,0,0.0,162.15,,,Display > Paid Social > Referral > Email > Organic Search
JOURNEY-03024,CUST-03024,2025-05-24 15:02:00,2025-05-27 23:06:00,Referral,Organic Social,Customer Referral,LinkedIn Organic,2,2,1,1,195.77,80.07,2025-05-27 23:06:00,3.34,Referral > Organic Social
JOURNEY-03025,CUST-03025,2025-06-06 22:46:00,2025-06-11 01:41:00,Email,Display,Welcome Series,Banner Campaign,3,3,0,0,0.0,98.92,,,Email > Organic Search > Display
JOURNEY-03026,CUST-03026,2025-02-15 01:25:00,2025-02-16 18:46:00,Organic Social,Organic Search,LinkedIn Organic,Educational Content,2,2,1,1,420.93,41.35,2025-02-16 18:46:00,1.72,Organic Social > Organic Search
JOURNEY-03027,CUST-03027,2025-05-03 14:20:00,2025-05-06 15:18:00,Paid Search,Email,Competitor Search,Welcome Series,2,2,0,0,0.0,72.97,,,Paid Search > Email
JOURNEY-03028,CUST-03028,2025-02-27 00:43:00,2025-02-27 00:43:00,Paid Search,Paid Search,Brand Search,Brand Search,1,1,0,0,0.0,0.0,,,Paid Search
JOURNEY-03029,CUST-03029,2025-03-15 12:07:00,2025-03-17 05:46:00,Paid Search,Paid Social,Product Search,LinkedIn Ads,2,2,1,1,63.88,41.65,2025-03-17 05:46:00,1.74,Paid Search > Paid Social
JOURNEY-03030,CUST-03030,2025-05-08 02:04:00,2025-05-17 13:35:00,Paid Social,Direct,Facebook Ads,Direct Visit,4,4,1,1,212.58,227.52,2025-05-17 13:35:00,9.48,Paid Social > Organic Social > Paid Search > Direct
JOURNEY-03031,CUST-03031,2025-01-24 01:29:00,2025-01-26 18:52:00,Display,Direct,Retargeting,Direct Visit,2,2,0,0,0.0,65.38,,,Display > Direct
JOURNEY-03032,CUST-03032,2025-02-03 00:09:00,2025-02-15 14:58:00,Email,Display,Promotional Email,Banner Campaign,6,5,1,1,126.35,302.82,2025-02-15 14:58:00,12.62,Email > Paid Search > Referral > Organic Search > Paid Search > Display
JOURNEY-03033,CUST-03033,2025-03-28 19:38:00,2025-03-30 11:23:00,Organic Search,Email,Educational Content,Welcome Series,3,3,0,0,0.0,39.75,,,Organic Search > Paid Search > Email
JOURNEY-03034,CUST-03034,2025-03-05 02:46:00,2025-03-11 13:40:00,Paid Search,Referral,Competitor Search,Partner Website,4,4,1,1,33.78,154.9,2025-03-11 13:40:00,6.45,Paid Search > Direct > Email > Referral
JOURNEY-03035,CUST-03035,2025-05-29 02:23:00,2025-05-29 02:23:00,Paid Search,Paid Search,Brand Search,Brand Search,1,1,1,1,136.19,0.0,2025-05-29 02:23:00,0.0,Paid Search
JOURNEY-03036,CUST-03036,2025-02-16 20:23:00,2025-02-22 03:53:00,Paid Social,Direct,LinkedIn Ads,Direct Visit,5,4,0,0,0.0,127.5,,,Paid Social > Paid Search > Direct > Referral > Direct
JOURNEY-03037,CUST-03037,2025-04-17 16:22:00,2025-04-30 01:18:00,Organic Social,Paid Search,TikTok Organic,Competitor Search,6,5,0,0,0.0,296.93,,,Organic Social > Paid Social > Paid Search > Referral > Organic Search > Paid Search
JOURNEY-03038,CUST-03038,2025-02-05 08:43:00,2025-02-14 06:53:00,Paid Search,Paid Social,Competitor Search,Facebook Ads,5,5,0,0,0.0,214.17,,,Paid Search > Display > Referral > Organic Search > Paid Social
JOURNEY-03039,CUST-03039,2025-04-02 22:25:00,2025-04-02 22:25:00,Display,Display,Banner Campaign,Banner Campaign,1,1,0,0,0.0,0.0,,,Display
JOURNEY-03040,CUST-03040,2025-04-08 19:30:00,2025-04-16 22:14:00,Referral,Display,Partner Website,Retargeting,6,6,0,0,0.0,194.73,,,Referral > Paid Search > Organic Search > Paid Social > Email > Display
JOURNEY-03041,CUST-03041,2025-06-24 02:28:00,2025-06-26 12:58:00,Paid Social,Referral,Facebook Ads,Partner Website,2,2,0,0,0.0,58.5,,,Paid Social > Referral
JOURNEY-03042,CUST-03042,2025-06-19 15:59:00,2025-06-22 19:58:00,Paid Search,Referral,Brand Search,Partner Website,2,2,0,0,0.0,75.98,,,Paid Search > Referral
JOURNEY-03043,CUST-03043,2025-04-24 22:27:00,2025-04-25 12:11:00,Referral,Organic Search,Affiliate,Educational Content,2,2,0,0,0.0,13.73,,,Referral > Organic Search
JOURNEY-03044,CUST-03044,2025-01-07 13:09:00,2025-01-12 03:20:00,Paid Search,Paid Social,Product Search,Facebook Ads,3,3,0,0,0.0,110.18,,,Paid Search > Organic Social > Paid Social
JOURNEY-03045,CUST-03045,2025-01-31 14:34:00,2025-02-06 20:18:00,Email,Paid Search,Promotional Email,Product Search,5,3,0,0,0.0,149.73,,,Email > Paid Search > Referral > Email > Paid Search
JOURNEY-03046,CUST-03046,2025-06-23 01:09:00,2025-07-03 06:47:00,Paid Search,Display,Product Search,Prospecting,5,5,0,0,0.0,245.63,,,Paid Search > Referral > Organic Search > Paid Social > Display
JOURNEY-03047,CUST-03047,2025-04-06 21:09:00,2025-04-06 21:09:00,Organic Search,Organic Search,Educational Content,Educational Content,1,1,0,0,0.0,0.0,,,Organic Search
JOURNEY-03048,CUST-03048,2025-01-20 09:34:00,2025-01-24 07:57:00,Paid Search,Paid Search,Brand Search,Product Search,3,2,1,1,88.77,94.38,2025-01-24 07:57:00,3.93,Paid Search > Email > Paid Search
JOURNEY-03049,CUST-03049,2025-02-19 17:19:00,2025-02-24 07:09:00,Organic Search,Organic Search,Educational Content,Educational Content,3,2,0,0,0.0,109.83,,,Organic Search > Paid Search > Organic Search
JOURNEY-03050,CUST-03050,2025-04-25 12:59:00,2025-05-02 05:11:00,Email,Referral,Promotional Email,Affiliate,3,3,1,1,106.54,160.2,2025-05-02 05:11:00,6.68,Email > Paid Social > Referral
JOURNEY-03051,CUST-03051,2025-05-30 23:47:00,2025-06-06 02:09:00,Email,Display,Newsletter,Banner Campaign,5,4,1,1,108.7,146.37,2025-06-06 02:09:00,6.1,Email > Direct > Email > Paid Search > Display
JOURNEY-03052,CUST-03052,2025-02-13 10:46:00,2025-02-17 13:21:00,Paid Search,Paid Search,Product Search,Brand Search,4,3,0,0,0.0,98.58,,,Paid Search > Paid Social > Display > Paid Search
JOURNEY-03053,CUST-03053,2025-05-31 07:11:00,2025-06-02 12:12:00,Paid Search,Organic Search,Competitor Search,Product Pages,2,2,1,1,161.03,53.02,2025-06-02 12:12:00,2.21,Paid Search > Organic Search
JOURNEY-03054,CUST-03054,2025-04-27 03:53:00,2025-04-27 03:53:00,Paid Search,Paid Search,Product Search,Product Search,1,1,1,1,88.23,0.0,2025-04-27 03:53:00,0.0,Paid Search
JOURNEY-03055,CUST-03055,2025-01-14 21:52:00,2025-01-17 00:59:00,Organic Search,Paid Search,SEO Blog,Brand Search,2,2,0,0,0.0,51.12,,,Organic Search > Paid Search
JOURNEY-03056,CUST-03056,2025-02-06 19:36:00,2025-02-06 19:36:00,Direct,Direct,Direct Visit,Direct Visit,1,1,1,1,115.98,0.0,2025-02-06 19:36:00,0.0,Direct
JOURNEY-03057,CUST-03057,2025-01-20 17:48:00,2025-02-05 13:25:00,Direct,Organic Social,Direct Visit,LinkedIn Organic,8,5,0,0,0.0,379.62,,,Direct > Email > Display > Direct > Paid Search > Email > Direct > Organic Social
JOURNEY-03058,CUST-03058,2025-02-21 06:31:00,2025-02-26 02:42:00,Organic Search,Referral,Educational Content,Partner Website,4,4,0,0,0.0,116.18,,,Organic Search > Paid Social > Paid Search > Referral
JOURNEY-03059,CUST-03059,2025-02-21 08:02:00,2025-02-21 20:07:00,Email,Organic Search,Newsletter,SEO Blog,2,2,0,0,0.0,12.08,,,Email > Organic Search
JOURNEY-03060,CUST-03060,2025-02-27 08:46:00,2025-02-27 18:42:00,Email,Direct,Promotional Email,Direct Visit,2,2,1,1,146.47,9.93,2025-02-27 18:42:00,0.41,Email > Direct
JOURNEY-03061,CUST-03061,2025-01-11 18:24:00,2025-01-20 06:52:00,Paid Search,Organic Search,Competitor Search,Product Pages,5,4,0,0,0.0,204.47,,,Paid Search > Display > Organic Search > Direct > Organic Search
JOURNEY-03062,CUST-03062,2025-03-01 01:44:00,2025-03-05 12:03:00,Organic Social,Organic Social,LinkedIn Organic,TikTok Organic,3,2,0,0,0.0,106.32,,,Organic Social > Email > Organic Social
JOURNEY-03063,CUST-03063,2025-05-07 18:13:00,2025-05-16 05:10:00,Organic Social,Paid Search,TikTok Organic,Competitor Search,5,4,0,0,0.0,202.95,,,Organic Social > Paid Search > Paid Social > Email > Paid Search
JOURNEY-03064,CUST-03064,2025-01-09 02:25:00,2025-01-13 09:21:00,Email,Referral,Promotional Email,Customer Referral,4,4,0,0,0.0,102.93,,,Email > Paid Search > Direct > Referral
JOURNEY-03065,CUST-03065,2025-04-27 01:38:00,2025-04-30 16:47:00,Referral,Direct,Partner Website,Direct Visit,3,3,0,0,0.0,87.15,,,Referral > Email > Direct
JOURNEY-03066,CUST-03066,2025-04-27 22:34:00,2025-05-03 21:50:00,Organic Social,Email,TikTok Organic,Promotional Email,3,3,0,0,0.0,143.27,,,Organic Social > Organic Search > Email
JOURNEY-03067,CUST-03067,2025-02-16 19:48:00,2025-02-20 19:37:00,Referral,Direct,Customer Referral,Direct Visit,2,2,0,0,0.0,95.82,,,Referral > Direct
JOURNEY-03068,CUST-03068,2025-03-05 07:22:00,2025-03-10 10:25:00,Paid Search,Organic Search,Brand Search,Product Pages,3,3,1,1,104.87,123.05,2025-03-10 10:25:00,5.13,Paid Search > Organic Social > Organic Search
JOURNEY-03069,CUST-03069,2025-01-02 17:07:00,2025-01-13 19:56:00,Email,Referral,Welcome Series,Affiliate,6,4,0,0,0.0,266.82,,,Email > Display > Email > Paid Search > Email > Referral
JOURNEY-03070,CUST-03070,2025-04-09 21:13:00,2025-04-11 08:08:00,Referral,Organic Social,Partner Website,Instagram Organic,3,3,0,0,0.0,34.92,,,Referral > Direct > Organic Social
JOURNEY-03071,CUST-03071,2025-02-24 08:27:00,2025-02-25 11:03:00,Display,Organic Search,Banner Campaign,Product Pages,2,2,0,0,0.0,26.6,,,Display > Organic Search
JOURNEY-03072,CUST-03072,2025-03-31 07:58:00,2025-04-11 21:59:00,Paid Search,Organic Search,Brand Search,SEO Blog,6,6,1,1,217.19,278.02,2025-04-11 21:59:00,11.58,Paid Search > Direct > Organic Social > Display > Paid Social > Organic Search
JOURNEY-03073,CUST-03073,2025-01-31 06:29:00,2025-02-02 12:28:00,Paid Social,Paid Social,LinkedIn Ads,Facebook Ads,3,2,0,0,0.0,53.98,,,Paid Social > Paid Search > Paid Social
JOURNEY-03074,CUST-03074,2025-02-14 19:18:00,2025-02-19 03:19:00,Paid Social,Paid Social,LinkedIn Ads,Facebook Ads,3,2,0,0,0.0,104.02,,,Paid Social > Organic Social > Paid Social
JOURNEY-03075,CUST-03075,2025-05-20 04:58:00,2025-05-27 16:01:00,Paid Search,Organic Search,Product Search,Educational Content,5,3,0,0,0.0,179.05,,,Paid Search > Organic Search > Paid Search > Email > Organic Search
JOURNEY-03076,CUST-03076,2025-04-11 03:15:00,2025-04-16 07:16:00,Display,Organic Search,Retargeting,SEO Blog,4,4,0,0,0.0,124.02,,,Display > Paid Search > Paid Social > Organic Search
JOURNEY-03077,CUST-03077,2025-04-25 18:38:00,2025-04-25 21:31:00,Direct,Paid Search,Direct Visit,Competitor Search,2,2,0,0,0.0,2.88,,,Direct > Paid Search
JOURNEY-03078,CUST-03078,2025-05-31 07:45:00,2025-06-08 15:53:00,Paid Search,Paid Search,Brand Search,Competitor Search,5,3,0,0,0.0,200.13,,,Paid Search > Email > Paid Search > Organic Search > Paid Search
JOURNEY-03079,CUST-03079,2025-04-01 15:48:00,2025-04-08 20:18:00,Direct,Organic Search,Direct Visit,Educational Content,6,4,1,1,74.16,172.5,2025-04-08 20:18:00,7.19,Direct > Organic Search > Paid Social > Direct > Organic Social > Organic Search
JOURNEY-03080,CUST-03080,2025-04-02 05:30:00,2025-04-10 14:41:00,Display,Email,Banner Campaign,Newsletter,6,6,1,1,103.88,201.18,2025-04-10 14:41:00,8.38,Display > Organic Search > Paid Social > Paid Search > Direct > Email
JOURNEY-03081,CUST-03081,2025-03-11 17:05:00,2025-03-11 17:05:00,Paid Social,Paid Social,Facebook Ads,Facebook Ads,1,1,0,0,0.0,0.0,,,Paid Social
JOURNEY-03082,CUST-03082,2025-06-21 03:24:00,2025-06-28 06:18:00,Display,Paid Social,Banner Campaign,LinkedIn Ads,3,3,0,0,0.0,170.9,,,Display > Direct > Paid Social
JOURNEY-03083,CUST-03083,2025-02-16 22:55:00,2025-02-26 02:34:00,Organic Search,Organic Social,Educational Content,LinkedIn Organic,5,5,0,0,0.0,219.65,,,Organic Search > Referral > Paid Search > Direct > Organic Social
JOURNEY-03084,CUST-03084,2025-04-23 05:11:00,2025-04-23 07:19:00,Email,Paid Search,Promotional Email,Competitor Search,2,2,0,0,0.0,2.13,,,Email > Paid Search
JOURNEY-03085,CUST-03085,2025-02-22 01:17:00,2025-02-28 02:06:00,Paid Social,Display,Facebook Ads,Prospecting,4,4,1,1,92.78,144.82,2025-02-28 02:06:00,6.03,Paid Social > Direct > Referral > Display
JOURNEY-03086,CUST-03086,2025-05-13 16:59:00,2025-05-14 13:56:00,Email,Referral,Welcome Series,Affiliate,2,2,0,0,0.0,20.95,,,Email > Referral
JOURNEY-03087,CUST-03087,2025-06-18 09:43:00,2025-06-18 09:43:00,Paid Social,Paid Social,Facebook Ads,Facebook Ads,1,1,0,0,0.0,0.0,,,Paid Social
JOURNEY-03088,CUST-03088,2025-03-22 23:46:00,2025-03-26 01:22:00,Paid Social,Organic Search,Facebook Ads,SEO Blog,2,2,0,0,0.0,73.6,,,Paid Social > Organic Search
JOURNEY-03089,CUST-03089,2025-02-19 15:35:00,2025-02-22 06:39:00,Direct,Organic Social,Direct Visit,TikTok Organic,3,3,0,0,0.0,63.07,,,Direct > Paid Search > Organic Social
JOURNEY-03090,CUST-03090,2025-04-14 01:12:00,2025-04-19 16:50:00,Paid Social,Organic Social,LinkedIn Ads,LinkedIn Organic,4,4,0,0,0.0,135.63,,,Paid Social > Organic Search > Paid Search > Organic Social
JOURNEY-03091,CUST-03091,2025-03-08 21:10:00,2025-03-17 18:59:00,Organic Search,Email,Product Pages,Newsletter,5,4,1,1,180.73,213.82,2025-03-17 18:59:00,8.91,Organic Search > Display > Organic Search > Paid Search > Email
JOURNEY-03092,CUST-03092,2025-06-17 13:09:00,2025-06-23 14:29:00,Paid Social,Organic Search,LinkedIn Ads,SEO Blog,3,3,1,1,74.74,145.33,2025-06-23 14:29:00,6.06,Paid Social > Direct > Organic Search
JOURNEY-03093,CUST-03093,2025-06-28 08:49:00,2025-07-04 12:17:00,Paid Search,Organic Search,Competitor Search,SEO Blog,4,3,1,1,51.8,147.47,2025-07-04 12:17:00,6.14,Paid Search > Direct > Organic Search > Organic Search
JOURNEY-03094,CUST-03094,2025-06-14 08:42:00,2025-06-16 23:23:00,Paid Search,Organic Search,Product Search,SEO Blog,3,3,0,0,0.0,62.68,,,Paid Search > Email > Organic Search
JOURNEY-03095,CUST-03095,2025-04-18 09:36:00,2025-04-22 01:32:00,Display,Paid Search,Prospecting,Brand Search,2,2,0,0,0.0,87.93,,,Display > Paid Search
JOURNEY-03096,CUST-03096,2025-02-20 09:37:00,2025-02-20 09:37:00,Organic Search,Organic Search,Product Pages,Product Pages,1,1,0,0,0.0,0.0,,,Organic Search
JOURNEY-03097,CUST-03097,2025-05-24 05:20:00,2025-05-28 10:02:00,Direct,Organic Social,Direct Visit,LinkedIn Organic,3,3,1,1,81.5,100.7,2025-05-28 10:02:00,4.2,Direct > Organic Search > Organic Social
JOURNEY-03098,CUST-03098,2025-04-28 07:09:00,2025-05-09 00:59:00,Paid Search,Organic Social,Product Search,TikTok Organic,5,4,0,0,0.0,257.83,,,Paid Search > Paid Social > Organic Search > Paid Search > Organic Social
JOURNEY-03099,CUST-03099,2025-03-15 13:21:00,2025-03-16 11:02:00,Direct,Paid Search,Direct Visit,Competitor Search,4,3,0,0,0.0,21.68,,,Direct > Paid Search > Referral > Paid Search
JOURNEY-03100,CUST-03100,2025-01-09 15:10:00,2025-01-17 17:28:00,Display,Paid Social,Retargeting,Facebook Ads,5,4,0,0,0.0,194.3,,,Display > Organic Search > Organic Search > Referral > Paid Social
JOURNEY-03101,CUST-03101,2025-04-28 08:13:00,2025-05-03 18:10:00,Paid Search,Paid Social,Brand Search,Facebook Ads,4,3,0,0,0.0,129.95,,,Paid Search > Paid Social > Organic Search > Paid Social
JOURNEY-03102,CUST-03102,2025-05-11 13:33:00,2025-05-18 22:32:00,Paid Social,Email,Facebook Ads,Newsletter,5,4,0,0,0.0,176.98,,,Paid Social > Paid Search > Referral > Paid Search > Email
JOURNEY-03103,CUST-03103,2025-02-05 08:36:00,2025-02-09 14:30:00,Organic Social,Organic Search,TikTok Organic,SEO Blog,3,3,0,0,0.0,101.9,,,Organic Social > Paid Search > Organic Search
JOURNEY-03104,CUST-03104,2025-01-30 17:18:00,2025-02-02 06:35:00,Organic Search,Display,SEO Blog,Prospecting,3,3,0,0,0.0,61.28,,,Organic Search > Email > Display
JOURNEY-03105,CUST-03105,2025-02-11 19:48:00,2025-02-17 01:40:00,Paid Social,Organic Search,Instagram Ads,Product Pages,5,5,0,0,0.0,125.87,,,Paid Social > Paid Search > Organic Social > Email > Organic Search
JOURNEY-03106,CUST-03106,2025-04-19 05:45:00,2025-04-27 07:23:00,Paid Social,Display,Facebook Ads,Banner Campaign,6,5,0,0,0.0,193.63,,,Paid Social > Organic Social > Referral > Paid Social > Paid Search > Display
JOURNEY-03107,CUST-03107,2025-01-07 11:42:00,2025-01-11 18:38:00,Email,Referral,Newsletter,Customer Referral,3,3,0,0,0.0,102.93,,,Email > Direct > Referral
JOURNEY-03108,CUST-03108,2025-06-24 16:48:00,2025-07-01 07:35:00,Organic Search,Organic Social,Product Pages,LinkedIn Organic,4,3,0,0,0.0,158.78,,,Organic Search > Paid Social > Organic Social > Organic Social
JOURNEY-03109,CUST-03109,2025-01-15 10:54:00,2025-01-16 02:04:00,Organic Search,Paid Social,Product Pages,Instagram Ads,2,2,0,0,0.0,15.17,,,Organic Search > Paid Social
JOURNEY-03110,CUST-03110,2025-04-25 02:16:00,2025-04-26 08:23:00,Email,Email,Newsletter,Welcome Series,2,1,0,0,0.0,30.12,,,Email > Email
JOURNEY-03111,CUST-03111,2025-05-22 01:26:00,2025-05-30 06:37:00,Organic Search,Paid Social,Educational Content,Facebook Ads,5,4,0,0,0.0,197.18,,,Organic Search > Paid Search > Paid Social > Email > Paid Social
JOURNEY-03112,CUST-03112,2025-01-14 14:17:00,2025-01-25 20:21:00,Display,Direct,Retargeting,Direct Visit,6,5,1,1,123.07,270.07,2025-01-25 20:21:00,11.25,Display > Organic Social > Paid Search > Direct > Email > Direct
JOURNEY-03113,CUST-03113,2025-02-21 03:39:00,2025-02-25 23:49:00,Direct,Direct,Direct Visit,Direct Visit,6,4,1,1,141.36,116.17,2025-02-25 23:49:00,4.84,Direct > Organic Search > Direct > Paid Search > Referral > Direct
JOURNEY-03114,CUST-03114,2025-02-18 23:55:00,2025-02-22 11:17:00,Organic Search,Referral,Educational Content,Partner Website,4,4,1,1,281.85,83.37,2025-02-22 11:17:00,3.47,Organic Search > Organic Social > Display > Referral
JOURNEY-03115,CUST-03115,2025-06-05 05:26:00,2025-06-05 05:26:00,Organic Search,Organic Search,Product Pages,Product Pages,1,1,1,1,108.28,0.0,2025-06-05 05:26:00,0.0,Organic Search
JOURNEY-03116,CUST-03116,2025-04-03 02:00:00,2025-04-07 10:14:00,Referral,Paid Social,Customer Referral,Instagram Ads,4,3,1,1,97.15,104.23,2025-04-07 10:14:00,4.34,Referral > Paid Search > Paid Search > Paid Social
JOURNEY-03117,CUST-03117,2025-05-01 02:39:00,2025-05-17 19:17:00,Organic Search,Referral,Educational Content,Partner Website,8,6,1,1,289.12,400.63,2025-05-17 19:17:00,16.69,Organic Search > Direct > Paid Social > Organic Social > Referral > Paid Social > Paid Search > Referral
JOURNEY-03118,CUST-03118,2025-05-03 11:02:00,2025-05-17 21:53:00,Display,Email,Retargeting,Newsletter,8,4,0,0,0.0,346.85,,,Display > Paid Social > Display > Paid Search > Email > Paid Search > Paid Social > Email
JOURNEY-03119,CUST-03119,2025-04-30 00:32:00,2025-05-03 15:05:00,Organic Social,Email,Instagram Organic,Promotional Email,3,3,0,0,0.0,86.55,,,Organic Social > Paid Social > Email
JOURNEY-03120,CUST-03120,2025-03-25 19:10:00,2025-03-27 07:01:00,Referral,Paid Social,Customer Referral,Instagram Ads,2,2,0,0,0.0,35.85,,,Referral > Paid Social
JOURNEY-03121,CUST-03121,2025-02-19 04:24:00,2025-02-23 20:42:00,Organic Search,Display,Educational Content,Retargeting,4,4,0,0,0.0,112.3,,,Organic Search > Email > Paid Search > Display
JOURNEY-03122,CUST-03122,2025-04-18 21:20:00,2025-04-27 14:28:00,Direct,Organic Search,Direct Visit,Educational Content,4,4,0,0,0.0,209.13,,,Direct > Referral > Paid Social > Organic Search
JOURNEY-03123,CUST-03123,2025-04-27 16:02:00,2025-04-30 07:38:00,Email,Organic Social,Newsletter,LinkedIn Organic,3,3,1,1,97.16,63.6,2025-04-30 07:38:00,2.65,Email > Organic Search > Organic Social
JOURNEY-03124,CUST-03124,2025-06-07 23:31:00,2025-06-15 10:29:00,Paid Social,Referral,Instagram Ads,Partner Website,4,3,0,0,0.0,178.97,,,Paid Social > Paid Search > Paid Social > Referral
JOURNEY-03125,CUST-03125,2025-03-10 19:41:00,2025-03-20 23:16:00,Paid Search,Organic Search,Product Search,Educational Content,6,5,0,0,0.0,243.58,,,Paid Search > Email > Direct > Paid Social > Paid Search > Organic Search
JOURNEY-03126,CUST-03126,2025-03-17 11:24:00,2025-03-28 06:59:00,Email,Paid Social,Welcome Series,Facebook Ads,6,5,0,0,0.0,259.58,,,Email > Direct > Referral > Paid Social > Organic Social > Paid Social
JOURNEY-03127,CUST-03127,2025-04-24 12:03:00,2025-04-25 09:03:00,Paid Search,Organic Search,Competitor Search,Product Pages,2,2,0,0,0.0,21.0,,,Paid Search > Organic Search
JOURNEY-03128,CUST-03128,2025-03-23 08:14:00,2025-03-24 10:53:00,Email,Organic Search,Welcome Series,Product Pages,2,2,0,0,0.0,26.65,,,Email > Organic Search
JOURNEY-03129,CUST-03129,2025-06-22 16:12:00,2025-06-25 22:24:00,Organic Social,Paid Social,Instagram Organic,Facebook Ads,3,3,0,0,0.0,78.2,,,Organic Social > Display > Paid Social
JOURNEY-03130,CUST-03130,2025-01-22 01:55:00,2025-01-26 15:21:00,Paid Search,Direct,Competitor Search,Direct Visit,3,2,1,1,53.26,109.43,2025-01-26 15:21:00,4.56,Paid Search > Direct > Direct
JOURNEY-03131,CUST-03131,2025-03-10 17:36:00,2025-03-16 20:04:00,Paid Social,Paid Social,LinkedIn Ads,LinkedIn Ads,5,4,0,0,0.0,146.47,,,Paid Social > Organic Social > Organic Search > Paid Search > Paid Social
JOURNEY-03132,CUST-03132,2025-01-31 22:48:00,2025-02-04 09:08:00,Paid Social,Direct,LinkedIn Ads,Direct Visit,3,3,0,0,0.0,82.33,,,Paid Social > Display > Direct
JOURNEY-03133,CUST-03133,2025-03-03 12:16:00,2025-03-05 22:14:00,Paid Social,Organic Search,LinkedIn Ads,Educational Content,3,3,1,1,107.46,57.97,2025-03-05 22:14:00,2.42,Paid Social > Email > Organic Search
JOURNEY-03134,CUST-03134,2025-06-22 14:25:00,2025-07-02 15:31:00,Paid Search,Organic Social,Competitor Search,TikTok Organic,6,6,0,0,0.0,241.1,,,Paid Search > Referral > Paid Social > Email > Organic Search > Organic Social
JOURNEY-03135,CUST-03135,2025-01-22 12:59:00,2025-01-29 02:29:00,Direct,Paid Social,Direct Visit,LinkedIn Ads,4,4,0,0,0.0,157.5,,,Direct > Organic Search > Paid Search > Paid Social
JOURNEY-03136,CUST-03136,2025-02-03 16:49:00,2025-02-04 22:51:00,Email,Direct,Welcome Series,Direct Visit,3,3,0,0,0.0,30.03,,,Email > Paid Social > Direct
JOURNEY-03137,CUST-03137,2025-05-27 17:11:00,2025-06-01 18:21:00,Paid Search,Email,Product Search,Welcome Series,4,2,0,0,0.0,121.17,,,Paid Search > Email > Email > Email
JOURNEY-03138,CUST-03138,2025-06-05 10:30:00,2025-06-08 17:18:00,Referral,Organic Social,Customer Referral,Instagram Organic,2,2,0,0,0.0,78.8,,,Referral > Organic Social
JOURNEY-03139,CUST-03139,2025-06-01 10:08:00,2025-06-08 01:30:00,Paid Social,Paid Social,Facebook Ads,Facebook Ads,3,2,1,1,103.86,159.37,2025-06-08 01:30:00,6.64,Paid Social > Direct > Paid Social
JOURNEY-03140,CUST-03140,2025-06-24 16:34:00,2025-07-01 22:51:00,Paid Social,Paid Social,Instagram Ads,Facebook Ads,4,3,0,0,0.0,174.28,,,Paid Social > Organic Search > Direct > Paid Social
JOURNEY-03141,CUST-03141,2025-01-11 23:50:00,2025-01-16 23:08:00,Organic Search,Display,Product Pages,Banner Campaign,5,5,1,1,191.21,119.3,2025-01-16 23:08:00,4.97,Organic Search > Direct > Email > Organic Social > Display
JOURNEY-03142,CUST-03142,2025-01-02 20:04:00,2025-01-05 03:28:00,Organic Social,Organic Search,LinkedIn Organic,Educational Content,2,2,0,0,0.0,55.4,,,Organic Social > Organic Search
JOURNEY-03143,CUST-03143,2025-02-01 03:43:00,2025-02-03 07:41:00,Email,Display,Newsletter,Banner Campaign,2,2,0,0,0.0,51.97,,,Email > Display
JOURNEY-03144,CUST-03144,2025-03-04 16:24:00,2025-03-05 23:37:00,Display,Paid Search,Retargeting,Brand Search,3,2,1,1,71.46,31.22,2025-03-05 23:37:00,1.3,Display > Paid Search > Paid Search
JOURNEY-03145,CUST-03145,2025-05-13 22:34:00,2025-05-25 01:16:00,Organic Social,Paid Search,LinkedIn Organic,Competitor Search,6,5,0,0,0.0,266.7,,,Organic Social > Referral > Organic Search > Display > Display > Paid Search
JOURNEY-03146,CUST-03146,2025-06-03 17:14:00,2025-06-03 17:14:00,Email,Email,Welcome Series,Welcome Series,1,1,0,0,0.0,0.0,,,Email
JOURNEY-03147,CUST-03147,2025-03-09 00:12:00,2025-03-11 17:14:00,Paid Social,Paid Social,Instagram Ads,LinkedIn Ads,3,2,0,0,0.0,65.03,,,Paid Social > Email > Paid Social
JOURNEY-03148,CUST-03148,2025-02-13 16:05:00,2025-02-15 04:57:00,Referral,Organic Search,Affiliate,Educational Content,2,2,0,0,0.0,36.87,,,Referral > Organic Search
JOURNEY-03149,CUST-03149,2025-03-06 02:18:00,2025-03-06 02:18:00,Paid Social,Paid Social,LinkedIn Ads,LinkedIn Ads,1,1,1,1,173.74,0.0,2025-03-06 02:18:00,0.0,Paid Social
JOURNEY-03150,CUST-03150,2025-03-23 12:58:00,2025-03-27 11:59:00,Paid Social,Referral,LinkedIn Ads,Partner Website,2,2,1,1,329.52,95.02,2025-03-27 11:59:00,3.96,Paid Social > Referral
JOURNEY-03151,CUST-03151,2025-05-04 04:56:00,2025-05-08 06:36:00,Paid Search,Paid Search,Competitor Search,Product Search,3,2,0,0,0.0,97.67,,,Paid Search > Paid Social > Paid Search
JOURNEY-03152,CUST-03152,2025-01-22 10:08:00,2025-01-25 00:15:00,Email,Referral,Promotional Email,Affiliate,2,2,0,0,0.0,62.12,,,Email > Referral
